Codigo,TipoProducto,PaisOrigen,Linea,Toma,Observacion,Descripcion,Activo
RS5201,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/E ,,,SI
RS5202,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,O/O ,,,SI
RS5609,Amortiguadores                     ,U.S.A.                        ,RS 5000                  ,E/T ,,,SI
34729,Amortiguadores                     ,Catalogo USA                  ,Gas Magnum               ,E/O ,,,SI
34963,Amortiguadores                     ,Catalogo USA                  ,Gas Magnum               ,O/O ,,,SI
34522,Amortiguadores                     ,Catalogo USA                  ,Gas Magnum               ,E/O ,,,SI
34521,Amortiguadores                     ,Catalogo USA                  ,Gas Magnum               ,O/O ,,,SI
801932,Amortiguadores                     ,Catalogo USA                  ,Monro Matic Plus         ,Est.,,,NO
808108,Amortiguadores                     ,Catalogo Brasil               ,Monro Matic Plus         ,Est.,,,SI
808331,Amortiguadores                     ,Catalogo Brasil               ,Monro Matic Plus         ,Est.,,,SI
808332,Amortiguadores                     ,Catalogo Brasil               ,Monro Matic Plus         ,Est.,,,SI
334105MM,Amortiguadores                     ,Catalogo Brasil               ,Monro Matic Plus         ,O/O ,,,SI
334229MM,Amortiguadores                     ,Catalogo Brasil               ,Monro Matic Plus         ,E/O ,,,SI
808607MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808608MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808413MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808418MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808419MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808422MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808423MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808424MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
332083MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,E/O ,,,SI
334124MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,E/O ,,,SI
334339MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,E/O ,,,SI
334354MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808408MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808409MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
806162MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
806163MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808201MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808202MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808395MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808396MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808403MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808445MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808458MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
334566IMM,Amortiguadores                     ,Argentina                     ,Monro Matic Plus         ,E/O ,,,SI
334567IMM,Amortiguadores                     ,Argentina                     ,Monro Matic Plus         ,E/O ,,,SI
334518MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,O/O ,,,SI
808096MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808097MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
334157MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,E/O ,,,SI
334294MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,O/O ,,,SI
808401MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808404MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808406MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808407MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808416MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808417MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808420MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808421MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808428MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808429MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808430MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808432MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808448MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808609MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
334565IMM,Amortiguadores                     ,Argentina                     ,Monro Matic Plus         ,O/O ,,,SI
808597MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808598MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
334529MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,O/O ,,,SI
808046MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808047MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808439MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808440MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808591MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808592MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808595MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808596MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
806127MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
806128MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808020MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808021MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808112MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808113MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808567MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808568MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808523MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808524MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808533MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808534MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808615MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808616MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808126MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808127MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
334136MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,O/O ,,,SI
334553MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,O/O ,,,SI
808411MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808199MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
808200MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,Est.,,,SI
334564MM,Amortiguadores                     ,CHINA                         ,Monro Matic Plus         ,E/O ,,,SI
G2122,Amortiguadores                     ,Belgium Catalog               ,Original                 ,O/O ,,,SI
11522,Amortiguadores                     ,Belgium Catalog               ,Original                 ,Est.,,,SI
16703 D,Amortiguadores                     ,Argentina                     ,Original                 ,Est.,,,SI
16704 I,Amortiguadores                     ,Argentina                     ,Original                 ,Est.,,,SI
11753,Amortiguadores                     ,Belgium Catalog               ,Original                 ,Est.,,,SI
11710,Amortiguadores                     ,Belgium Catalog               ,Original                 ,Est.,,,SI
11654,Amortiguadores                     ,Belgium Catalog               ,Original                 ,Est.,,,SI
16721,Amortiguadores                     ,Belgium Catalog               ,Original                 ,Est.,,,SI
11236 D,Amortiguadores                     ,Europa                        ,Original                 ,Est.,,,SI
10049 D,Amortiguadores                     ,Europa                        ,Original                 ,Est.,,,SI
11237 I,Amortiguadores                     ,Europa                        ,Original                 ,Est.,,,SI
10050 I,Amortiguadores                     ,Europa                        ,Original                 ,Est.,,,SI
23826,Amortiguadores                     ,Belgium Catalog               ,Original                 ,E/M ,,,SI
23994,Amortiguadores                     ,Belgium Catalog               ,Original                 ,E/M ,,,NO
23944,Amortiguadores                     ,Belgium Catalog               ,Original                 ,E/M ,,,SI
R6652,Amortiguadores                     ,Belgium Catalog               ,Original                 ,E/O ,,,SI
43080,Amortiguadores                     ,Belgium Catalog               ,Original                 ,E/O ,,,SI
23454,Amortiguadores                     ,Belgium Catalog               ,Original                 ,E/O ,,,SI
42057,Amortiguadores                     ,Belgium Catalog               ,Original                 ,O/O ,,,SI
G52020,Amortiguadores                     ,Belgium Catalog               ,Original                 ,O/O ,,,SI
G8119,Amortiguadores                     ,Belgium Catalog               ,Original                 ,ED  ,,,NO
G16507,Amortiguadores                     ,Belgium Catalog               ,Original                 ,Est.,,,SI
